source,identity_type,carrier_id,carrier_code,year,period_unit,first_period,last_period,periods_observed,periods_present,expected_periods,partial_year
BTS on-time,dot_reporting_airline_id,19790,DL,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19805,AA,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19930,AS,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19977,UA,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20304,OO,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20363,9E,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20368,G4,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20378,YV,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20397,OH,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20398,MQ,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20409,B6,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20416,NK,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20436,F9,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20452,YX,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
DB1B,reporting_carrier_code,3M,3M,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,9E,9E,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AA,AA,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AS,AS,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,B6,B6,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,C5,C5,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,DL,DL,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,F9,F9,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G4,G4,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G7,G7,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,HA,HA,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MQ,MQ,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MX,MX,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,NK,NK,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OH,OH,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OO,OO,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,PT,PT,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,QX,QX,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,SY,SY,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,UA,UA,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,WN,WN,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YV,YV,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YX,YX,2023,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,ZW,ZW,2023,quarter,1,4,4,1;2;3;4,4,False
BTS on-time,dot_reporting_airline_id,19393,WN,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19690,HA,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19790,DL,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19805,AA,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19930,AS,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19977,UA,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20304,OO,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20363,9E,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20368,G4,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20397,OH,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20398,MQ,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20409,B6,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20416,NK,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20436,F9,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20452,YX,2023,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
DB1B,reporting_carrier_code,3M,3M,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,9E,9E,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AA,AA,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AS,AS,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,B6,B6,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,C5,C5,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,DL,DL,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,F9,F9,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G4,G4,2024,quarter,1,1,1,1,4,False
DB1B,reporting_carrier_code,G7,G7,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,HA,HA,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MQ,MQ,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MX,MX,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,NK,NK,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OH,OH,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OO,OO,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,PT,PT,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,QX,QX,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,SY,SY,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,UA,UA,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,WN,WN,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,XP,XP,2024,quarter,2,2,1,2,4,False
DB1B,reporting_carrier_code,YV,YV,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YX,YX,2024,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,ZW,ZW,2024,quarter,1,4,4,1;2;3;4,4,False
BTS on-time,dot_reporting_airline_id,19393,WN,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19690,HA,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19790,DL,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19805,AA,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19930,AS,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19977,UA,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20304,OO,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20363,9E,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20368,G4,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20397,OH,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20398,MQ,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20409,B6,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20416,NK,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20436,F9,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20452,YX,2024,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
DB1B,reporting_carrier_code,3M,3M,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,9E,9E,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,AA,AA,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,AS,AS,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,B6,B6,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,C5,C5,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,DL,DL,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,F9,F9,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,G7,G7,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,HA,HA,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,MQ,MQ,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,MX,MX,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,NK,NK,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,OH,OH,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,OO,OO,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,PT,PT,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,QX,QX,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,SY,SY,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,UA,UA,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,WN,WN,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,YV,YV,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,YX,YX,2025,quarter,1,2,2,1;2,2,True
DB1B,reporting_carrier_code,ZW,ZW,2025,quarter,1,2,2,1;2,2,True
BTS on-time,dot_reporting_airline_id,19393,WN,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,19690,HA,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,19790,DL,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,19805,AA,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,19930,AS,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,19977,UA,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,20304,OO,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,20368,G4,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,20397,OH,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,20398,MQ,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,20409,B6,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,20416,NK,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,20436,F9,2025,month,1,6,6,1;2;3;4;5;6,6,True
BTS on-time,dot_reporting_airline_id,20452,YX,2025,month,1,6,6,1;2;3;4;5;6,6,True
